PostalCode,ListingID,Longitude,Latitude,ListDate,SoldPrice,PendingDate,List_year,List_month
30305,57375367.0,-84.3813606,33.8158835,05-Nov-2015 00:00:00,611600.0,11-Nov-2015 00:00:00,2015.0,11.0
30305,57515877.0,-84.3823351,33.8326604,12-Nov-2015 00:00:00,680000.0,24-Dec-2015 00:00:00,2015.0,11.0
30305,57541005.0,-84.3813314,33.814984,12-Nov-2015 00:00:00,443000.0,11-Dec-2015 00:00:00,2015.0,11.0
30305,57616785.0,-84.382213,33.8320809,17-Nov-2015 00:00:00,246000.0,30-Nov-2015 00:00:00,2015.0,11.0
30305,57660200.0,-84.402452,33.819463,18-Nov-2015 00:00:00,715000.0,18-Nov-2015 00:00:00,2015.0,11.0
30305,57711314.0,-84.402452,33.819463,18-Nov-2015 00:00:00,715000.0,20-Nov-2015 00:00:00,2015.0,11.0
30305,57847318.0,-84.3988693,33.8476068,27-Nov-2015 00:00:00,2500000.0,21-Feb-2016 00:00:00,2015.0,11.0
30305,57853380.0,-84.379418,33.824195,27-Nov-2015 00:00:00,765000.0,17-Jul-2016 00:00:00,2015.0,11.0
30305,57868161.0,-84.3988693,33.8476068,27-Nov-2015 00:00:00,2500000.0,21-Feb-2016 00:00:00,2015.0,11.0
30305,57868239.0,-84.396975,33.819616,30-Nov-2015 00:00:00,1250000.0,02-Dec-2015 00:00:00,2015.0,11.0
30305,57871719.0,-84.367718,33.841475,30-Nov-2015 00:00:00,715000.0,06-Dec-2015 00:00:00,2015.0,11.0
30305,57882426.0,-84.367718,33.841475,30-Nov-2015 00:00:00,715000.0,06-Dec-2015 00:00:00,2015.0,11.0
30305,57938349.0,-84.396975,33.819616,30-Nov-2015 00:00:00,1250000.0,02-Dec-2015 00:00:00,2015.0,11.0
30305,57942490.0,-84.365309,33.836326,02-Dec-2015 00:00:00,830000.0,24-Feb-2016 00:00:00,2015.0,12.0
